nome	frequencia	frequencia_normalizada
dani	2389.0	1.3327911196144436e-05
klebson	2388.0	1.3322332330009591e-05
gessy	2387.0	1.3316753463874747e-05
ariene	2387.0	1.3316753463874747e-05
wilame	2386.0	1.3311174597739902e-05
thalyta	2386.0	1.3311174597739902e-05
marie	2382.0	1.3288859133200522e-05
segio	2382.0	1.3288859133200522e-05
hercilio	2380.0	1.3277701400930832e-05
amelio	2379.0	1.3272122534795988e-05
gino	2379.0	1.3272122534795988e-05
marci	2379.0	1.3272122534795988e-05
juditi	2379.0	1.3272122534795988e-05
maciano	2376.0	1.3255385936391453e-05
alailson	2375.0	1.3249807070256608e-05
alciene	2375.0	1.3249807070256608e-05
ebert	2374.0	1.3244228204121763e-05
eneide	2373.0	1.3238649337986918e-05
pedrinho	2371.0	1.3227491605717228e-05
valcilene	2370.0	1.3221912739582384e-05
jaina	2368.0	1.3210755007312694e-05
valdison	2367.0	1.3205176141177849e-05
ortencia	2367.0	1.3205176141177849e-05
keilane	2365.0	1.319401840890816e-05
vanderlucio	2364.0	1.3188439542773314e-05
geisiele	2364.0	1.3188439542773314e-05
simiao	2361.0	1.317170294436878e-05
edilso	2360.0	1.3166124078233935e-05
evandra	2360.0	1.3166124078233935e-05
varlei	2359.0	1.316054521209909e-05
givanilson	2357.0	1.31493874798294e-05
adonai	2357.0	1.31493874798294e-05
francsco	2355.0	1.313822974755971e-05
edilena	2355.0	1.313822974755971e-05
catharina	2353.0	1.312707201529002e-05
joelso	2351.0	1.311591428302033e-05
cipriano	2350.0	1.3110335416885486e-05
neyde	2350.0	1.3110335416885486e-05
zuila	2350.0	1.3110335416885486e-05
irio	2349.0	1.3104756550750641e-05
efrain	2348.0	1.3099177684615796e-05
edvandro	2347.0	1.3093598818480951e-05
esio	2346.0	1.3088019952346106e-05
ticiana	2346.0	1.3088019952346106e-05
esthefany	2344.0	1.3076862220076417e-05
danillo	2344.0	1.3076862220076417e-05
sales	2343.0	1.3071283353941572e-05
taciano	2343.0	1.3071283353941572e-05
abidias	2342.0	1.3065704487806727e-05
claudevan	2342.0	1.3065704487806727e-05
everardo	2341.0	1.3060125621671882e-05
olavio	2341.0	1.3060125621671882e-05
edinara	2339.0	1.3048967889402192e-05
lucinea	2339.0	1.3048967889402192e-05
eula	2339.0	1.3048967889402192e-05
elmar	2338.0	1.3043389023267347e-05
nayla	2335.0	1.3026652424862813e-05
helbert	2335.0	1.3026652424862813e-05
onorina	2334.0	1.3021073558727968e-05
dinei	2334.0	1.3021073558727968e-05
taislane	2334.0	1.3021073558727968e-05
damasio	2333.0	1.3015494692593123e-05
dalvani	2333.0	1.3015494692593123e-05
josenita	2333.0	1.3015494692593123e-05
kaiki	2332.0	1.3009915826458278e-05
adilia	2332.0	1.3009915826458278e-05
thauane	2331.0	1.3004336960323433e-05
alecsandra	2331.0	1.3004336960323433e-05
venilson	2330.0	1.2998758094188588e-05
miranda	2330.0	1.2998758094188588e-05
tailon	2330.0	1.2998758094188588e-05
sirlane	2330.0	1.2998758094188588e-05
dionizia	2329.0	1.2993179228053743e-05
thalisson	2329.0	1.2993179228053743e-05
tarso	2329.0	1.2993179228053743e-05
alessa	2329.0	1.2993179228053743e-05
thaysa	2328.0	1.2987600361918899e-05
lanna	2328.0	1.2987600361918899e-05
beloni	2327.0	1.2982021495784054e-05
irenilde	2327.0	1.2982021495784054e-05
joraci	2326.0	1.2976442629649209e-05
jivaldo	2325.0	1.2970863763514364e-05
thayse	2325.0	1.2970863763514364e-05
cicilia	2324.0	1.2965284897379519e-05
carolyne	2324.0	1.2965284897379519e-05
conseicao	2323.0	1.2959706031244674e-05
malena	2323.0	1.2959706031244674e-05
urias	2322.0	1.295412716510983e-05
adryan	2322.0	1.295412716510983e-05
iremar	2321.0	1.2948548298974984e-05
sunamita	2321.0	1.2948548298974984e-05
zenira	2321.0	1.2948548298974984e-05
tailson	2321.0	1.2948548298974984e-05
bia	2318.0	1.293181170057045e-05
dorval	2318.0	1.293181170057045e-05
osmarino	2317.0	1.2926232834435605e-05
laudir	2316.0	1.292065396830076e-05
trindade	2316.0	1.292065396830076e-05
ceni	2316.0	1.292065396830076e-05
liciane	2315.0	1.2915075102165915e-05
onofra	2314.0	1.290949623603107e-05
ildeu	2313.0	1.2903917369896225e-05
senira	2312.0	1.289833850376138e-05
adenor	2312.0	1.289833850376138e-05
thelma	2309.0	1.2881601905356846e-05
brunno	2308.0	1.2876023039222001e-05
pedrolina	2307.0	1.2870444173087156e-05
tifane	2306.0	1.2864865306952311e-05
ronaldi	2305.0	1.2859286440817466e-05
verginia	2305.0	1.2859286440817466e-05
cristane	2304.0	1.2853707574682621e-05
andres	2304.0	1.2853707574682621e-05
tiele	2303.0	1.2848128708547776e-05
denice	2302.0	1.2842549842412932e-05
jennyfer	2302.0	1.2842549842412932e-05
luzirene	2301.0	1.2836970976278087e-05
clediane	2300.0	1.2831392110143242e-05
taison	2299.0	1.2825813244008397e-05
deisy	2299.0	1.2825813244008397e-05
cleonir	2298.0	1.2820234377873552e-05
rondineli	2298.0	1.2820234377873552e-05
dilceia	2296.0	1.2809076645603862e-05
fabiani	2295.0	1.2803497779469017e-05
joeliton	2295.0	1.2803497779469017e-05
genesi	2293.0	1.2792340047199328e-05
cirleide	2293.0	1.2792340047199328e-05
aldina	2291.0	1.2781182314929638e-05
brener	2290.0	1.2775603448794793e-05
onesio	2289.0	1.2770024582659948e-05
vanilton	2289.0	1.2770024582659948e-05
edmo	2288.0	1.2764445716525103e-05
edeson	2288.0	1.2764445716525103e-05
suzan	2288.0	1.2764445716525103e-05
kivia	2287.0	1.2758866850390258e-05
evellin	2286.0	1.2753287984255413e-05
castorina	2286.0	1.2753287984255413e-05
araceli	2286.0	1.2753287984255413e-05
lucina	2285.0	1.2747709118120569e-05
marion	2284.0	1.2742130251985724e-05
clairton	2282.0	1.2730972519716034e-05
marcal	2282.0	1.2730972519716034e-05
danil	2282.0	1.2730972519716034e-05
adonis	2282.0	1.2730972519716034e-05
edinho	2281.0	1.2725393653581189e-05
jocivaldo	2280.0	1.2719814787446344e-05
devanil	2280.0	1.2719814787446344e-05
ordalia	2278.0	1.2708657055176654e-05
wellen	2277.0	1.270307818904181e-05
auro	2276.0	1.2697499322906965e-05
cidineia	2276.0	1.2697499322906965e-05
ivanize	2276.0	1.2697499322906965e-05
vanderci	2276.0	1.2697499322906965e-05
gilvanildo	2275.0	1.269192045677212e-05
erinalda	2275.0	1.269192045677212e-05
eloide	2275.0	1.269192045677212e-05
delair	2273.0	1.268076272450243e-05
anailde	2273.0	1.268076272450243e-05
heloa	2272.0	1.2675183858367585e-05
erenildo	2271.0	1.266960499223274e-05
edenilton	2270.0	1.2664026126097895e-05
elizagela	2269.0	1.265844725996305e-05
heli	2269.0	1.265844725996305e-05
aron	2269.0	1.265844725996305e-05
franscico	2269.0	1.265844725996305e-05
dinarte	2268.0	1.2652868393828206e-05
gideon	2267.0	1.264728952769336e-05
lohan	2267.0	1.264728952769336e-05
nilvan	2266.0	1.2641710661558516e-05
assuncao	2264.0	1.2630552929288826e-05
advaldo	2264.0	1.2630552929288826e-05
ferdinando	2264.0	1.2630552929288826e-05
wendeu	2263.0	1.2624974063153981e-05
kelvim	2263.0	1.2624974063153981e-05
janildo	2262.0	1.2619395197019136e-05
cleude	2261.0	1.2613816330884291e-05
lidiomar	2261.0	1.2613816330884291e-05
zulene	2261.0	1.2613816330884291e-05
valdiceia	2260.0	1.2608237464749446e-05
luceli	2260.0	1.2608237464749446e-05
athur	2260.0	1.2608237464749446e-05
amalri	2260.0	1.2608237464749446e-05
venceslau	2259.0	1.2602658598614602e-05
gilene	2258.0	1.2597079732479757e-05
mislaine	2257.0	1.2591500866344912e-05
cesarina	2255.0	1.2580343134075222e-05
josana	2254.0	1.2574764267940377e-05
miliane	2254.0	1.2574764267940377e-05
klaus	2253.0	1.2569185401805532e-05
maricelma	2253.0	1.2569185401805532e-05
anailson	2252.0	1.2563606535670687e-05
glicia	2251.0	1.2558027669535843e-05
aiane	2251.0	1.2558027669535843e-05
naelson	2250.0	1.2552448803400998e-05
boaventura	2249.0	1.2546869937266153e-05
genaro	2247.0	1.2535712204996463e-05
nelly	2244.0	1.2518975606591928e-05
jaquison	2244.0	1.2518975606591928e-05
ilva	2244.0	1.2518975606591928e-05
sibeli	2244.0	1.2518975606591928e-05
lucenir	2243.0	1.2513396740457083e-05
glenio	2242.0	1.2507817874322239e-05
kevelin	2241.0	1.2502239008187394e-05
nalanda	2240.0	1.2496660142052549e-05
magdalena	2239.0	1.2491081275917704e-05
suellem	2238.0	1.2485502409782859e-05
adelaine	2236.0	1.247434467751317e-05
alif	2236.0	1.247434467751317e-05
waldeci	2234.0	1.246318694524348e-05
rennan	2233.0	1.2457608079108635e-05
francisa	2233.0	1.2457608079108635e-05
elisabeti	2231.0	1.2446450346838945e-05
ataides	2229.0	1.2435292614569255e-05
cidnei	2229.0	1.2435292614569255e-05
lira	2227.0	1.2424134882299565e-05
luismar	2227.0	1.2424134882299565e-05
nora	2226.0	1.241855601616472e-05
nila	2226.0	1.241855601616472e-05
valfrido	2225.0	1.2412977150029876e-05
wisley	2223.0	1.2401819417760186e-05
jeovan	2223.0	1.2401819417760186e-05
eufrasio	2223.0	1.2401819417760186e-05
matildes	2222.0	1.2396240551625341e-05
jeani	2220.0	1.2385082819355651e-05
iron	2218.0	1.2373925087085961e-05
edino	2217.0	1.2368346220951117e-05
naisa	2216.0	1.2362767354816272e-05
oberdan	2215.0	1.2357188488681427e-05
monike	2213.0	1.2346030756411737e-05
teobaldo	2212.0	1.2340451890276892e-05
liberato	2212.0	1.2340451890276892e-05
josileia	2211.0	1.2334873024142047e-05
esdra	2211.0	1.2334873024142047e-05
manoele	2210.0	1.2329294158007202e-05
ivanda	2210.0	1.2329294158007202e-05
tabita	2208.0	1.2318136425737513e-05
dogival	2208.0	1.2318136425737513e-05
gerlandia	2206.0	1.2306978693467823e-05
dilton	2205.0	1.2301399827332978e-05
rosete	2205.0	1.2301399827332978e-05
estefanie	2205.0	1.2301399827332978e-05
vanubia	2204.0	1.2295820961198133e-05
adrea	2203.0	1.2290242095063288e-05
elisabethe	2203.0	1.2290242095063288e-05
kerolaine	2203.0	1.2290242095063288e-05
richarde	2202.0	1.2284663228928443e-05
paolo	2202.0	1.2284663228928443e-05
lady	2201.0	1.2279084362793598e-05
glades	2199.0	1.2267926630523909e-05
lusimar	2199.0	1.2267926630523909e-05
dacio	2197.0	1.2256768898254219e-05
lindalra	2196.0	1.2251190032119374e-05
robenilson	2195.0	1.2245611165984529e-05
marcolina	2195.0	1.2245611165984529e-05
kainan	2195.0	1.2245611165984529e-05
onivaldo	2195.0	1.2245611165984529e-05
jailza	2194.0	1.2240032299849684e-05
emir	2193.0	1.223445343371484e-05
cisero	2193.0	1.223445343371484e-05
nelito	2192.0	1.2228874567579994e-05
darla	2192.0	1.2228874567579994e-05
nadjane	2192.0	1.2228874567579994e-05
yury	2190.0	1.2217716835310305e-05
cleonilda	2190.0	1.2217716835310305e-05
natana	2190.0	1.2217716835310305e-05
nemias	2189.0	1.221213796917546e-05
uilma	2189.0	1.221213796917546e-05
thamyres	2189.0	1.221213796917546e-05
sidmar	2187.0	1.220098023690577e-05
lucieni	2187.0	1.220098023690577e-05
marlo	2187.0	1.220098023690577e-05
harley	2187.0	1.220098023690577e-05
francielli	2186.0	1.2195401370770925e-05
arnobio	2186.0	1.2195401370770925e-05
denisson	2185.0	1.218982250463608e-05
dion	2182.0	1.2173085906231546e-05
clever	2182.0	1.2173085906231546e-05
rozane	2180.0	1.2161928173961856e-05
keity	2180.0	1.2161928173961856e-05
mayke	2180.0	1.2161928173961856e-05
lucilena	2179.0	1.2156349307827011e-05
jardeson	2179.0	1.2156349307827011e-05
steffany	2178.0	1.2150770441692166e-05
deusuita	2178.0	1.2150770441692166e-05
clebia	2178.0	1.2150770441692166e-05
lydia	2177.0	1.2145191575557321e-05
lauanda	2177.0	1.2145191575557321e-05
veridiane	2177.0	1.2145191575557321e-05
vergilio	2174.0	1.2128454977152787e-05
caleb	2173.0	1.2122876111017942e-05
wescley	2173.0	1.2122876111017942e-05
eldes	2171.0	1.2111718378748252e-05
grazielly	2170.0	1.2106139512613407e-05
francilda	2169.0	1.2100560646478562e-05
leonado	2169.0	1.2100560646478562e-05
dayne	2169.0	1.2100560646478562e-05
valeriano	2169.0	1.2100560646478562e-05
marcione	2168.0	1.2094981780343717e-05
orlinda	2166.0	1.2083824048074028e-05
jovenil	2165.0	1.2078245181939183e-05
edil	2165.0	1.2078245181939183e-05
juciana	2165.0	1.2078245181939183e-05
lene	2165.0	1.2078245181939183e-05
serafina	2165.0	1.2078245181939183e-05
elieu	2163.0	1.2067087449669493e-05
lissandra	2163.0	1.2067087449669493e-05
kairo	2162.0	1.2061508583534648e-05
juliani	2162.0	1.2061508583534648e-05
guiherme	2161.0	1.2055929717399803e-05
desiree	2160.0	1.2050350851264958e-05
assunta	2160.0	1.2050350851264958e-05
naara	2159.0	1.2044771985130113e-05
allisson	2159.0	1.2044771985130113e-05
miquel	2159.0	1.2044771985130113e-05
belarmina	2158.0	1.2039193118995268e-05
taize	2158.0	1.2039193118995268e-05
crispiniana	2158.0	1.2039193118995268e-05
valdivio	2157.0	1.2033614252860424e-05
elineia	2157.0	1.2033614252860424e-05
adenilde	2157.0	1.2033614252860424e-05
thayssa	2156.0	1.2028035386725579e-05
marivan	2156.0	1.2028035386725579e-05
eloisio	2155.0	1.2022456520590732e-05
claudiceia	2155.0	1.2022456520590732e-05
efigenio	2155.0	1.2022456520590732e-05
hiolanda	2155.0	1.2022456520590732e-05
joabson	2155.0	1.2022456520590732e-05
thaiz	2154.0	1.2016877654455887e-05
nilvania	2154.0	1.2016877654455887e-05
regiana	2154.0	1.2016877654455887e-05
erineu	2153.0	1.2011298788321042e-05
eloy	2153.0	1.2011298788321042e-05
alvanir	2149.0	1.1988983323781663e-05
valmi	2149.0	1.1988983323781663e-05
meriane	2149.0	1.1988983323781663e-05
jorgete	2148.0	1.1983404457646818e-05
joser	2147.0	1.1977825591511973e-05
rilari	2147.0	1.1977825591511973e-05
duilio	2146.0	1.1972246725377128e-05
berta	2144.0	1.1961088993107438e-05
geam	2144.0	1.1961088993107438e-05
ide	2144.0	1.1961088993107438e-05
katiuscia	2144.0	1.1961088993107438e-05
denilso	2143.0	1.1955510126972594e-05
cely	2143.0	1.1955510126972594e-05
rosemery	2140.0	1.1938773528568059e-05
loni	2139.0	1.1933194662433214e-05
francicleide	2139.0	1.1933194662433214e-05
mikeias	2139.0	1.1933194662433214e-05
micilene	2139.0	1.1933194662433214e-05
jameson	2139.0	1.1933194662433214e-05
adalia	2138.0	1.1927615796298369e-05
neuton	2137.0	1.1922036930163524e-05
roselena	2137.0	1.1922036930163524e-05
gutembergue	2137.0	1.1922036930163524e-05
giberto	2136.0	1.191645806402868e-05
edlane	2136.0	1.191645806402868e-05
gilvanio	2136.0	1.191645806402868e-05
djavan	2136.0	1.191645806402868e-05
mariany	2135.0	1.1910879197893834e-05
alyne	2135.0	1.1910879197893834e-05
joelita	2133.0	1.1899721465624145e-05
erotilde	2132.0	1.18941425994893e-05
quilherme	2132.0	1.18941425994893e-05
otair	2131.0	1.1888563733354455e-05
aginaldo	2130.0	1.188298486721961e-05
jadna	2130.0	1.188298486721961e-05
agna	2129.0	1.1877406001084765e-05
cacio	2128.0	1.187182713494992e-05
jivanildo	2126.0	1.186066940268023e-05
ulises	2125.0	1.1855090536545386e-05
joselane	2124.0	1.184951167041054e-05
valdeilson	2123.0	1.1843932804275696e-05
almerita	2123.0	1.1843932804275696e-05
evile	2122.0	1.1838353938140851e-05
adenice	2121.0	1.1832775072006006e-05
bruce	2119.0	1.1821617339736316e-05
kemile	2116.0	1.1804880741331782e-05
allyson	2116.0	1.1804880741331782e-05
thatiane	2115.0	1.1799301875196937e-05
vilsom	2115.0	1.1799301875196937e-05
claudine	2114.0	1.1793723009062092e-05
francimeire	2114.0	1.1793723009062092e-05
clari	2114.0	1.1793723009062092e-05
job	2113.0	1.1788144142927247e-05
willams	2113.0	1.1788144142927247e-05
iraide	2112.0	1.1782565276792402e-05
jael	2112.0	1.1782565276792402e-05
arilton	2112.0	1.1782565276792402e-05
gleidiane	2112.0	1.1782565276792402e-05
veranice	2111.0	1.1776986410657557e-05
romilton	2110.0	1.1771407544522712e-05
apolo	2109.0	1.1765828678387868e-05
geovanni	2109.0	1.1765828678387868e-05
jacques	2109.0	1.1765828678387868e-05
tamiles	2109.0	1.1765828678387868e-05
rivanildo	2108.0	1.1760249812253023e-05
greyce	2107.0	1.1754670946118178e-05
serjo	2106.0	1.1749092079983333e-05
alderi	2106.0	1.1749092079983333e-05
valdei	2106.0	1.1749092079983333e-05
orminda	2104.0	1.1737934347713643e-05
rubenilson	2104.0	1.1737934347713643e-05
claudenilson	2103.0	1.1732355481578798e-05
risonete	2102.0	1.1726776615443953e-05
edneuza	2102.0	1.1726776615443953e-05
mayana	2101.0	1.1721197749309108e-05
valdson	2101.0	1.1721197749309108e-05
pauline	2100.0	1.1715618883174264e-05
fausta	2096.0	1.1693303418634884e-05
jessyca	2096.0	1.1693303418634884e-05
brasilino	2094.0	1.1682145686365194e-05
denildo	2092.0	1.1670987954095505e-05
dorivan	2091.0	1.166540908796066e-05
eupidio	2091.0	1.166540908796066e-05
irandir	2090.0	1.1659830221825815e-05
ivina	2090.0	1.1659830221825815e-05
crispiniano	2090.0	1.1659830221825815e-05
maris	2089.0	1.165425135569097e-05
lauriano	2089.0	1.165425135569097e-05
janielson	2088.0	1.1648672489556125e-05
evanete	2088.0	1.1648672489556125e-05
heliana	2087.0	1.164309362342128e-05
werner	2087.0	1.164309362342128e-05
gerlaine	2087.0	1.164309362342128e-05
jocelma	2087.0	1.164309362342128e-05
vandelei	2087.0	1.164309362342128e-05
wuilian	2087.0	1.164309362342128e-05
anjela	2086.0	1.1637514757286435e-05
alanna	2086.0	1.1637514757286435e-05
graziella	2085.0	1.163193589115159e-05
ster	2084.0	1.1626357025016745e-05
joseano	2083.0	1.16207781588819e-05
jeilson	2083.0	1.16207781588819e-05
eronice	2083.0	1.16207781588819e-05
denair	2082.0	1.1615199292747056e-05
ilce	2082.0	1.1615199292747056e-05
lenilton	2082.0	1.1615199292747056e-05
joe	2081.0	1.160962042661221e-05
crispin	2080.0	1.1604041560477366e-05
salvina	2079.0	1.1598462694342521e-05
kimberli	2078.0	1.1592883828207676e-05
idair	2076.0	1.1581726095937986e-05
lauriana	2076.0	1.1581726095937986e-05
tays	2074.0	1.1570568363668297e-05
diemerson	2073.0	1.1564989497533452e-05
oliva	2073.0	1.1564989497533452e-05
lucimere	2073.0	1.1564989497533452e-05
ivonir	2072.0	1.1559410631398607e-05
dinaldo	2071.0	1.1553831765263762e-05
chirlene	2071.0	1.1553831765263762e-05
lusiane	2071.0	1.1553831765263762e-05
vidal	2071.0	1.1553831765263762e-05
agripina	2070.0	1.1548252899128917e-05
ketelyn	2068.0	1.1537095166859227e-05
alta	2068.0	1.1537095166859227e-05
ledir	2066.0	1.1525937434589538e-05
vandilson	2066.0	1.1525937434589538e-05
quele	2066.0	1.1525937434589538e-05
darlane	2066.0	1.1525937434589538e-05
januaria	2065.0	1.1520358568454693e-05
nilmara	2064.0	1.1514779702319848e-05
dioclecio	2064.0	1.1514779702319848e-05
carolayne	2063.0	1.1509200836185003e-05
marcilei	2063.0	1.1509200836185003e-05
rock	2063.0	1.1509200836185003e-05
kananda	2062.0	1.1503621970050158e-05
juvelino	2062.0	1.1503621970050158e-05
ronison	2061.0	1.1498043103915313e-05
eridan	2059.0	1.1486885371645623e-05
efraim	2059.0	1.1486885371645623e-05
evili	2059.0	1.1486885371645623e-05
jaildo	2058.0	1.1481306505510779e-05
rejiane	2057.0	1.1475727639375934e-05
deoclides	2056.0	1.1470148773241089e-05
aura	2055.0	1.1464569907106244e-05
joicy	2054.0	1.1458991040971399e-05
isilda	2053.0	1.1453412174836554e-05
vagne	2053.0	1.1453412174836554e-05
rubiane	2052.0	1.144783330870171e-05
samily	2050.0	1.143667557643202e-05
onilda	2049.0	1.1431096710297175e-05
maikel	2049.0	1.1431096710297175e-05
clivia	2049.0	1.1431096710297175e-05
nagela	2048.0	1.142551784416233e-05
marliete	2047.0	1.1419938978027485e-05
dulcimar	2047.0	1.1419938978027485e-05
ozeas	2047.0	1.1419938978027485e-05
ivison	2046.0	1.141436011189264e-05
romerito	2046.0	1.141436011189264e-05
yohana	2046.0	1.141436011189264e-05
sidimar	2046.0	1.141436011189264e-05
silda	2046.0	1.141436011189264e-05
jardson	2045.0	1.1408781245757795e-05
yanca	2045.0	1.1408781245757795e-05
dorli	2045.0	1.1408781245757795e-05
ritiele	2044.0	1.140320237962295e-05
tertuliano	2043.0	1.1397623513488105e-05
amilto	2043.0	1.1397623513488105e-05
fiama	2042.0	1.139204464735326e-05
dinah	2042.0	1.139204464735326e-05
iranildes	2042.0	1.139204464735326e-05
ariadna	2041.0	1.1386465781218416e-05
lucieli	2041.0	1.1386465781218416e-05
benilda	2041.0	1.1386465781218416e-05
vilso	2040.0	1.138088691508357e-05
suelma	2040.0	1.138088691508357e-05
aurio	2039.0	1.1375308048948726e-05
marciene	2038.0	1.1369729182813881e-05
nilcilene	2036.0	1.1358571450544191e-05
edivalda	2035.0	1.1352992584409346e-05
larice	2035.0	1.1352992584409346e-05
piter	2035.0	1.1352992584409346e-05
gracielle	2033.0	1.1341834852139656e-05
clemerson	2033.0	1.1341834852139656e-05
gracinda	2033.0	1.1341834852139656e-05
heliane	2032.0	1.1336255986004812e-05
rodolpho	2031.0	1.1330677119869967e-05
ariadine	2030.0	1.1325098253735122e-05
franci	2029.0	1.1319519387600277e-05
dijanira	2029.0	1.1319519387600277e-05
cleoni	2029.0	1.1319519387600277e-05
mariusa	2028.0	1.1313940521465432e-05
jovani	2028.0	1.1313940521465432e-05
rosemberg	2027.0	1.1308361655330587e-05
casemiro	2027.0	1.1308361655330587e-05
audrey	2027.0	1.1308361655330587e-05
glaucilene	2026.0	1.1302782789195742e-05
caterine	2025.0	1.1297203923060897e-05
alzeni	2025.0	1.1297203923060897e-05
edivane	2023.0	1.1286046190791208e-05
eduado	2023.0	1.1286046190791208e-05
luany	2023.0	1.1286046190791208e-05
milka	2022.0	1.1280467324656363e-05
luceni	2021.0	1.1274888458521518e-05
gutenberg	2021.0	1.1274888458521518e-05
enedir	2021.0	1.1274888458521518e-05
jociene	2020.0	1.1269309592386673e-05
paul	2020.0	1.1269309592386673e-05
edmario	2019.0	1.1263730726251828e-05
gracinete	2019.0	1.1263730726251828e-05
liviane	2017.0	1.1252572993982138e-05
rayra	2016.0	1.1246994127847293e-05
ivanilza	2016.0	1.1246994127847293e-05
mirtis	2015.0	1.1241415261712449e-05
karlos	2015.0	1.1241415261712449e-05
mayk	2015.0	1.1241415261712449e-05
rosecler	2014.0	1.1235836395577604e-05
nilta	2013.0	1.1230257529442759e-05
edivando	2013.0	1.1230257529442759e-05
solene	2013.0	1.1230257529442759e-05
thabata	2013.0	1.1230257529442759e-05
florisa	2013.0	1.1230257529442759e-05
giselma	2010.0	1.1213520931038224e-05
alessandre	2009.0	1.120794206490338e-05
janaira	2009.0	1.120794206490338e-05
edivam	2009.0	1.120794206490338e-05
valdeane	2009.0	1.120794206490338e-05
elcione	2008.0	1.1202363198768534e-05
marineis	2007.0	1.119678433263369e-05
lucivane	2007.0	1.119678433263369e-05
weberton	2006.0	1.1191205466498845e-05
arielson	2005.0	1.1185626600364e-05
solano	2005.0	1.1185626600364e-05
caiane	2004.0	1.1180047734229155e-05
benilde	2004.0	1.1180047734229155e-05
aramis	2004.0	1.1180047734229155e-05
davino	2004.0	1.1180047734229155e-05
marielza	2004.0	1.1180047734229155e-05
genezio	2003.0	1.117446886809431e-05
valneide	2003.0	1.117446886809431e-05
leoneide	2001.0	1.116331113582462e-05
mailane	2001.0	1.116331113582462e-05
alvacir	1999.0	1.115215340355493e-05
felicidade	1999.0	1.115215340355493e-05
gildazio	1998.0	1.1146574537420086e-05
tarsila	1998.0	1.1146574537420086e-05
ravel	1997.0	1.114099567128524e-05
simeia	1995.0	1.1129837939015551e-05
jadielson	1994.0	1.1124259072880706e-05
gizelda	1993.0	1.1118680206745861e-05
elielza	1992.0	1.1113101340611016e-05
elisana	1992.0	1.1113101340611016e-05
cleidi	1991.0	1.1107522474476171e-05
iranice	1990.0	1.1101943608341326e-05
airtom	1990.0	1.1101943608341326e-05
risalva	1990.0	1.1101943608341326e-05
anaildes	1989.0	1.1096364742206482e-05
ozorio	1988.0	1.1090785876071637e-05
henriqueta	1985.0	1.1074049277667102e-05
ignez	1984.0	1.1068470411532257e-05
lelio	1982.0	1.1057312679262567e-05
mirta	1982.0	1.1057312679262567e-05
eleomar	1982.0	1.1057312679262567e-05
odimar	1981.0	1.1051733813127723e-05
jetulio	1981.0	1.1051733813127723e-05
susiane	1980.0	1.1046154946992878e-05
alcineide	1980.0	1.1046154946992878e-05
raison	1980.0	1.1046154946992878e-05
anelize	1979.0	1.1040576080858033e-05
anezio	1978.0	1.1034997214723188e-05
kate	1978.0	1.1034997214723188e-05
evelly	1977.0	1.1029418348588343e-05
vladmir	1976.0	1.1023839482453498e-05
gerlan	1976.0	1.1023839482453498e-05
isaquiel	1976.0	1.1023839482453498e-05
sebastao	1975.0	1.1018260616318653e-05
luccas	1975.0	1.1018260616318653e-05
gilvandro	1975.0	1.1018260616318653e-05
valdenise	1975.0	1.1018260616318653e-05
sheron	1974.0	1.1012681750183808e-05
macela	1973.0	1.1007102884048963e-05
aprigio	1973.0	1.1007102884048963e-05
arcelino	1973.0	1.1007102884048963e-05
kailany	1971.0	1.0995945151779274e-05
dailane	1971.0	1.0995945151779274e-05
ronielson	1970.0	1.0990366285644429e-05
leonidio	1970.0	1.0990366285644429e-05
rosanea	1969.0	1.0984787419509584e-05
sebastina	1969.0	1.0984787419509584e-05
selene	1968.0	1.0979208553374739e-05
danilson	1968.0	1.0979208553374739e-05
ashley	1968.0	1.0979208553374739e-05
arison	1967.0	1.0973629687239894e-05
weslaine	1966.0	1.096805082110505e-05
rosemir	1966.0	1.096805082110505e-05
marine	1966.0	1.096805082110505e-05
jildete	1966.0	1.096805082110505e-05
tuany	1965.0	1.0962471954970204e-05
emeson	1965.0	1.0962471954970204e-05
elzo	1964.0	1.095689308883536e-05
gelci	1964.0	1.095689308883536e-05
jeffeson	1964.0	1.095689308883536e-05
orisvaldo	1963.0	1.0951314222700515e-05
giovanne	1963.0	1.0951314222700515e-05
editi	1963.0	1.0951314222700515e-05
sulivan	1963.0	1.0951314222700515e-05
edurdo	1963.0	1.0951314222700515e-05
eloane	1963.0	1.0951314222700515e-05
clodomir	1962.0	1.094573535656567e-05
amilcar	1962.0	1.094573535656567e-05
carminda	1961.0	1.0940156490430825e-05
deuselina	1961.0	1.0940156490430825e-05
adiles	1961.0	1.0940156490430825e-05
merian	1960.0	1.093457762429598e-05
alcinei	1959.0	1.0928998758161135e-05
irany	1959.0	1.0928998758161135e-05
djenifer	1959.0	1.0928998758161135e-05
diolina	1958.0	1.092341989202629e-05
salma	1957.0	1.0917841025891445e-05
erich	1956.0	1.09122621597566e-05
stanley	1955.0	1.0906683293621756e-05
izidoro	1955.0	1.0906683293621756e-05
virna	1954.0	1.090110442748691e-05
graci	1954.0	1.090110442748691e-05
florencia	1953.0	1.0895525561352066e-05
odilene	1953.0	1.0895525561352066e-05
rodrio	1952.0	1.0889946695217221e-05
daisa	1951.0	1.0884367829082376e-05
bolivar	1950.0	1.0878788962947531e-05
adrino	1950.0	1.0878788962947531e-05
milane	1950.0	1.0878788962947531e-05
